train,stations
train_1,"[Vlissingen, Roosendaal, Vlissingen]"
train_2,"[Steenwijk, Heerenveen, Leeuwarden, Groningen, Leeuwarden, Heerenveen, Leeuwarden, Heerenveen, Leeuwarden]"
train_3,"[Beverwijk, Haarlem, Beverwijk, Haarlem, Amsterdam Sloterdijk, Amsterdam Zuid, Amsterdam Amstel, Hilversum, Utrecht Centraal, Amsterdam Amstel, Utrecht Centraal]"
train_4,"[Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Rotterdam Alexander, Gouda, Alphen a/d Rijn, Leiden Centraal, Den Haag HS, Gouda, Alphen a/d Rijn, Gouda, Den Haag HS]"
train_5,"[Arnhem Centraal, Nijmegen, Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch, Oss, s-Hertogenbosch, Utrecht Centraal, s-Hertogenbosch, Utrecht Centraal]"
train_6,"[Amsterdam Zuid, Amsterdam Amstel, Hilversum, Utrecht Centraal, Gouda, Den Haag HS, Delft, Schiedam Centrum, Delft, Den Haag Centraal, Gouda, Den Haag Laan v NOI]"
train_7,"[Amersfoort, Utrecht Centraal, Amsterdam Centraal, Almere Centrum, Amsterdam Centraal, Amsterdam Sloterdijk, Zaandam, Beverwijk, Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Alphen a/d Rijn]"
train_8,"[Amsterdam Amstel, Hilversum, Utrecht Centraal, Amersfoort, Apeldoorn, Deventer, Zutphen, Dieren, Zutphen, Apeldoorn, Zutphen, Dieren, Arnhem Centraal]"
train_9,"[Heemstede-Aerdenhout, Haarlem, Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk, Zaandam, Castricum, Beverwijk, Castricum, Zaandam, Hoorn, Alkmaar, Den Helder]"
train_10,"[Hoorn, Zaandam, Beverwijk, Castricum, Zaandam, Castricum, Alkmaar, Den Helder, Alkmaar]"
train_11,"[Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Amsterdam Centraal, Utrecht Centraal, Amsterdam Centraal, Almere Centrum, Lelystad Centrum, Almere Centrum, Lelystad Centrum]"
train_12,"[Maastricht, Sittard, Maastricht, Sittard, Maastricht, Sittard, Maastricht, Sittard, Maastricht, Sittard, Roermond, Sittard]"
train_13,"[Schiphol Airport, Utrecht Centraal, Amsterdam Amstel, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Amsterdam Amstel, Amsterdam Centraal, Utrecht Centraal, Amsterdam Amstel, Hilversum]"
train_14,"[Venlo, Helmond, Eindhoven, s-Hertogenbosch, Oss, Nijmegen, Oss, s-Hertogenbosch, Eindhoven, Helmond, Eindhoven, Helmond, Eindhoven]"
train_15,"[Nijmegen, Arnhem Centraal, Dieren, Arnhem Centraal, Dieren, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Amersfoort, Utrecht Centraal, Amersfoort, Zwolle]"
train_16,"[Dordrecht, Roosendaal, Etten-Leur, Breda, Etten-Leur, Breda, Etten-Leur, Roosendaal, Vlissingen]"
train_17,"[Rotterdam Blaak, Dordrecht, Rotterdam Centraal, Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Gouda, Den Haag Laan v NOI, Delft, Den Haag HS, Leiden Centraal, Heemstede-Aerdenhout, Haarlem]"
train_18,"[Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Breda, Dordrecht, Rotterdam Blaak, Schiedam Centrum, Delft, Den Haag Centraal, Delft]"
train_19,"[Lelystad Centrum, Almere Centrum, Hilversum, Almere Centrum, Amsterdam Amstel, Amsterdam Centraal, Amsterdam Amstel, Amsterdam Centraal, Almere Centrum, Hilversum, Utrecht Centraal]"
train_20,"[Tilburg, Breda, Tilburg, Eindhoven, Helmond, Venlo, Helmond, Venlo, Helmond]"
score,2960.606741573034
